lactkey,Farm,Breed,CalveDate,CalveMonth,Parity,Scale,Ramp,Offset,Decay,points,RMSE,M305,PeakDay,PeakMilk,dim1,milk1,dim2,milk2,dim3,milk3,dim4,milk4,dim5,milk5,dim6,milk6,dim7,milk7,dim8,milk8,dim9,milk9,dim10,milk10
3525253,I, H, 2006-11-02,11, 2, 65.5, 22.2, -0.8, 0.0014, 9, 2.4, 15592, 62, 58.37, 19, 52.2, 50, 56.7, 84, 57.2, 111, 58.6, 141, 49, 183, 51.8, 218, 52.2, 253, 46.8, 281, 42.2 ,,
3525267,I, H, 2006-11-08,11, 2, 50.2, 19.1, -0.8, 0.0031, 9, 4.4, 9388, 40.9, 41.62, 13, 40.9, 44, 43.1, 78, 44.5, 105, 27.7, 135, 31.3, 177, 27.2, 212, 32.2, 247, 21.3, 275, 23.2 ,,
3525484,H, H, 2006-06-15,6, 1, 44.5, 32, -0.5, 0.0004, 9, 1.9, 12024, 116.9, 41.86, 27, 34.5, 64, 40.4, 99, 38.1, 134, 43.6, 159, 43.6, 190, 40.4, 224, 43.6, 251, 40.4, 281, 37.7 ,,
3525493,H, H, 2006-06-29,6, 1, 51.4, 33.1, -0.5, 0.0008, 9, 3.2, 12972, 95.9, 46.14, 13, 30, 50, 41.8, 85, 49, 120, 49.5, 145, 47.2, 176, 47.7, 210, 38.1, 237, 39, 267, 41.8 ,,
3525526,H, H, 2006-07-04,7, 1, 44, 31.3, -0.5, 0.0007, 10, 1.8, 11425, 99, 40.29, 8, 23.6, 45, 39.5, 80, 38.6, 115, 42.2, 140, 39, 171, 41.3, 205, 38.6, 232, 37.2, 262, 35, 304, 35.9 
3525528,H, H, 2006-07-07,7, 1, 39.2, 30.2, -0.5, 0.0013, 10, 3.1, 9258, 77.1, 34.05, 5, 15.4, 42, 33.6, 77, 37.7, 112, 36.3, 137, 34.5, 168, 28.1, 202, 30, 229, 29.5, 259, 26.8, 301, 25 
3525529,H, H, 2006-06-23,6, 1, 51, 28.6, -0.5, 0.0001, 9, 2.4, 14669, 163.6, 50.49, 19, 40.9, 56, 45.9, 91, 50.8, 126, 51.8, 151, 47.7, 182, 48.1, 216, 47.2, 243, 53.1, 273, 53.1 ,,
3525531,H, H, 2006-07-04,7, 1, 35.3, 31.5, -0.5, 0.0002, 10, 2.3, 9813, 131.8, 33.97, 8, 16.8, 45, 33.1, 80, 33.1, 115, 34, 140, 32.2, 171, 33.6, 205, 35, 232, 36.3, 262, 34, 304, 30 
3525540,H, H, 2006-07-01,7, 1, 32.8, 28.5, -0.5, 0.0025, 9, 2.1, 6530, 56.7, 26.52, 11, 25, 48, 25, 83, 28.1, 118, 26.3, 143, 24.5, 174, 19.1, 208, 17.3, 235, 16.8, 265, 16.8 ,,
3525550,H, H, 2006-07-06,7, 1, 42.1, 29.3, -0.5, 0.002, 9, 4.3, 8989, 63.7, 34.94, 6, 17.3, 43, 38.1, 78, 37.2, 113, 36.8, 138, 27.7, 169, 31.8, 203, 31.3, 230, 20.4, 260, 23.6 ,,
3525562,H, H, 2006-06-28,6, 1, 51.7, 30.9, -0.5, 0.0011, 9, 2.1, 12626, 84, 45.68, 14, 30.9, 51, 47.2, 86, 47.7, 121, 44, 146, 44.5, 177, 42.7, 211, 40, 238, 38.1, 268, 40.4 ,,
3525564,H, H, 2006-06-23,6, 1, 44, 36.6, -0.5, 0.0006, 9, 3.1, 11393, 112.8, 40.05, 19, 27.7, 56, 30.4, 91, 35.9, 126, 40, 151, 40, 182, 40, 216, 40.4, 243, 38.1, 273, 36.3 ,,
3525593,H, H, 2006-06-23,6, 1, 49.1, 32.1, -0.5, 0.0016, 9, 1.7, 11060, 73.9, 41.43, 19, 32.7, 56, 40.4, 91, 42.7, 126, 41.8, 151, 37.7, 182, 38.1, 216, 35.4, 243, 33.6, 273, 28.1 ,,
3525607,H, H, 2006-06-22,6, 1, 30.5, 36.4, -0.5, 0.0003, 9, 2.7, 8307, 137.8, 28.9, 20, 14.5, 57, 26.8, 92, 27.7, 127, 30.9, 152, 29.5, 183, 28.6, 217, 29.1, 244, 29.5, 274, 25.4 ,,
3525624,H, H, 2006-07-07,7, 1, 44.9, 28.6, -0.5, 0.0006, 10, 4.6, 11777, 94.9, 41.47, 5, 14.1, 42, 45.4, 77, 44, 112, 42.7, 137, 39, 168, 41.3, 202, 39.5, 229, 39, 259, 37.7, 301, 35.9 
3525838,I, H, 2006-10-30,10, 5, 53.9, 24.7, 0, 0.002, 9, 1.3, 11580, 58, 45.58, 22, 39, 53, 46.8, 87, 46.8, 114, 41.8, 144, 38.1, 186, 36.8, 221, 34.5, 256, 31.3, 284, 30.4 ,,
3525933,I, H, 2006-11-12,11, 4, 47.6, 23.4, 0, 0.0041, 10, 4.8, 7752, 40.8, 36.71, 9, 30, 40, 39.5, 74, 27.2, 101, 31.3, 131, 31.3, 173, 26.3, 208, 27.2, 243, 19.5, 271, 9.5, 304, 5.9 
3526080,I, H, 2006-11-03,11, 3, 62.5, 42.3, 0, 0.0016, 9, 2.5, 13844, 87.7, 51, 18, 35.9, 49, 48.1, 83, 51.3, 110, 53.1, 140, 51.3, 182, 44.9, 217, 48.1, 252, 41.8, 280, 39 ,,
3526265,I, H, 2006-11-12,11, 4, 47.2, 42.2, 0, 0.0014, 10, 6.6, 10685, 91.6, 39.01, 9, 8.2, 40, 40, 74, 40.9, 101, 38.6, 131, 37.2, 173, 38.6, 208, 38.6, 243, 32.2, 271, 29.5, 304, 28.1 
3526407,I, H, 2006-11-03,11, 3, 54, 15.6, 0, 0.0023, 9, 4.2, 11402, 41.8, 47.33, 18, 44.5, 49, 45.4, 83, 47.7, 110, 45.9, 140, 29.5, 182, 35.9, 217, 37.7, 252, 31.8, 280, 25.4 ,,
3526418,I, H, 2006-11-06,11, 3, 69.6, 38.9, 0, 0.0023, 9, 9.3, 13922, 69.8, 54.25, 15, 43.6, 46, 47.2, 80, 54, 107, 59.9, 137, 53.6, 179, 45.9, 214, 40.9, 249, 34, 277, 10.9 ,,
3526562,I, H, 2006-11-14,11, 3, 73.3, 32, 0, 0.0015, 10, 3.1, 16697, 75.8, 62.22, 7, 42.7, 38, 59.9, 72, 61.3, 99, 56.7, 129, 61.3, 171, 59.5, 206, 59.5, 241, 49.5, 269, 47.2, 302, 42.2 
3526655,I, H, 2006-11-03,11, 3, 69.9, 41.2, 0, 0.0025, 9, 8.9, 13569, 69, 53.3, 18, 31.3, 49, 50.4, 83, 60.4, 110, 60.8, 140, 59.9, 182, 32.2, 217, 44, 252, 35.9, 280, 25.9 ,,
3526688,I, H, 2006-10-30,10, 2, 58.5, 26.4, -0.7, 0.0022, 9, 6.2, 12295, 57.8, 48.79, 22, 34.5, 53, 47.2, 87, 51.3, 114, 49.9, 144, 44.9, 186, 40.9, 221, 40.9, 256, 38.1, 284, 18.6 ,,
3526715,I, H, 2006-10-20,10, 3, 49.3, 38.9, 0, 0.003, 10, 5.1, 8998, 61.1, 36.83, 7, 27.2, 32, 32.7, 63, 34, 97, 33.6, 124, 38.1, 154, 39, 196, 34, 231, 23.6, 266, 20, 294, 10.4 
3526742,I, H, 2006-11-12,11, 3, 62.5, 42.3, 0, 0.0016, 10, 5.4, 13844, 87.7, 51, 9, 22.7, 40, 49.9, 74, 54, 101, 47.7, 131, 51.8, 173, 50.4, 208, 46.8, 243, 41.3, 271, 40.4, 304, 31.8 
3527018,I, H, 2006-11-12,11, 2, 63.2, 23.1, -0.8, 0.0027, 10, 4.2, 12443, 48.7, 52.15, 9, 37.2, 40, 54, 74, 56.3, 101, 42.2, 131, 46.8, 173, 40.4, 208, 36.8, 243, 24.5, 271, 31.8, 304, 31.3 
3527199,I, H, 2006-11-09,11, 2, 50.2, 26.4, -0.8, 0.0008, 9, 5.4, 12904, 83.2, 45.95, 12, 35, 43, 28.6, 77, 48.1, 104, 45.4, 134, 44.5, 176, 46.3, 211, 44.5, 246, 42.7, 274, 37.7 ,,
3527246,I, H, 2006-11-03,11, 2, 61.8, 23.3, -0.8, 0.0021, 9, 1.9, 13214, 54.4, 52.55, 18, 45.4, 49, 51.8, 83, 50.8, 110, 52.7, 140, 43.6, 182, 41.8, 217, 41.8, 252, 35, 280, 33.1 ,,
3527249,I, H, 2006-11-06,11, 2, 62.2, 26.4, -0.7, 0.001, 9, 4.1, 15417, 76.3, 55.88, 15, 35.4, 46, 50.8, 80, 55.4, 107, 62.2, 137, 51.8, 179, 52.2, 214, 50.4, 249, 47.7, 277, 45.4 ,,
3527275,I, H, 2006-11-06,11, 2, 64.2, 23.7, -0.8, 0.0029, 9, 3.2, 12337, 48.2, 52.34, 15, 40.9, 46, 55.4, 80, 53.6, 107, 49.9, 137, 37.2, 179, 38.6, 214, 35.9, 249, 31.3, 277, 28.6 ,,
3527322,I, H, 2006-11-12,11, 2, 63.9, 26.2, -0.7, 0.0028, 10, 8, 12249, 51.1, 51.42, 9, 29.1, 40, 49, 74, 54, 101, 51.3, 131, 43.6, 173, 44.9, 208, 44, 243, 37.2, 271, 24.1, 304, 9.5 
3527341,I, H, 2006-10-23,10, 2, 54.4, 21.4, -0.8, 0.0018, 9, 2.3, 12255, 55.3, 47.55, 29, 48.6, 60, 45.9, 94, 43.6, 121, 42.7, 151, 40.9, 193, 37.7, 228, 40.9, 263, 35.4, 291, 30.4 ,,
3527366,I, H, 2006-10-30,10, 2, 59.5, 25.2, -0.8, 0.0026, 9, 4.1, 11900, 52.5, 48.9, 22, 44, 53, 42.2, 87, 48.6, 114, 49.5, 144, 44.5, 186, 39.5, 221, 35.9, 256, 30.9, 284, 21.3 ,,
3527421,I, H, 2006-11-04,11, 2, 72.9, 25.6, -0.8, 0.003, 9, 5.5, 13640, 48.8, 58.35, 17, 50.4, 48, 54, 82, 54.9, 109, 57.2, 139, 52.2, 181, 42.7, 216, 45.9, 251, 32.7, 279, 19.5 ,,
3527424,I, H, 2006-10-27,10, 2, 58.5, 26.4, -0.8, 0.0022, 9, 4, 12296, 57.7, 48.8, 25, 39.5, 56, 45.4, 90, 47.2, 117, 49, 147, 42.2, 189, 42.7, 224, 42.2, 259, 34.5, 287, 25.9 ,,
3527446,I, H, 2006-10-22,10, 2, 65.6, 25.4, -0.8, 0.0024, 10, 4.1, 13313, 53.7, 54.19, 5, 36.8, 30, 49.5, 61, 51.8, 95, 52.7, 122, 52.2, 152, 49, 194, 43.1, 229, 43.1, 264, 30.9, 292, 23.6 
3527516,I, H, 2006-11-01,11, 2, 58.5, 26.4, -0.8, 0.0018, 9, 3.2, 13027, 62.8, 50, 20, 36.8, 51, 47.2, 85, 48.1, 112, 49, 142, 42.2, 184, 44.5, 219, 40.9, 254, 40.4, 282, 38.6 ,,
3527530,I, H, 2006-10-28,10, 2, 53.2, 25.2, -0.8, 0.0026, 9, 5.6, 10590, 52.2, 43.64, 24, 38.6, 55, 36.8, 89, 43.6, 116, 45.4, 146, 38.1, 188, 39.5, 223, 33.6, 258, 24.1, 286, 14.5 ,,
3527549,I, H, 2006-11-13,11, 2, 57.8, 24.6, -0.8, 0.0038, 9, 5.3, 9852, 42.9, 45.06, 8, 32.7, 39, 44.5, 73, 41.3, 100, 40.4, 130, 42.2, 172, 36.3, 207, 30, 242, 20.4, 270, 9.5 ,,
3527555,I, H, 2006-11-07,11, 2, 61.8, 24.6, -0.8, 0.0021, 9, 3.9, 13099, 55.8, 52.06, 14, 43.1, 45, 49, 79, 46.8, 106, 52.7, 136, 52.7, 178, 44, 213, 41.8, 248, 35.4, 276, 27.7 ,,
3527571,I, H, 2006-11-14,11, 2, 67.3, 25.4, -0.7, 0.0017, 10, 5.3, 15158, 62.3, 58, 7, 30.4, 38, 59, 72, 57.2, 99, 58.1, 129, 59.9, 171, 53.6, 206, 51.8, 241, 44.5, 269, 37.7, 302, 33.1 
3527592,I, H, 2006-11-09,11, 2, 67.3, 23.1, -0.8, 0.0014, 9, 2.3, 15950, 63.4, 59.68, 12, 45.9, 43, 59, 77, 59.5, 104, 60.8, 134, 51.3, 176, 53.1, 211, 54, 246, 47.2, 274, 44 ,,
3527600,I, H, 2006-10-30,10, 2, 65.3, 22, -0.8, 0.0031, 9, 4, 12238, 44.6, 53.31, 22, 51.8, 53, 51.8, 87, 49.5, 114, 51.3, 144, 33.1, 186, 35.9, 221, 35.9, 256, 33.6, 284, 24.5 ,,
3527617,I, H, 2006-10-23,10, 2, 51.7, 24.6, -0.8, 0.0015, 9, 4.9, 11959, 63.8, 45.14, 29, 41.8, 60, 36.3, 94, 45.9, 121, 48.6, 151, 45.9, 193, 42.7, 228, 36.8, 263, 32.2, 291, 25.4 ,,
3527628,I, H, 2006-10-21,10, 2, 64.6, 26.4, -0.7, 0.0017, 10, 6.9, 14519, 63.8, 55.43, 6, 30.9, 31, 50.8, 62, 53.1, 96, 54.5, 123, 55.8, 153, 52.7, 195, 52.7, 230, 51.3, 265, 39.5, 293, 22.7 
3527633,I, H, 2006-10-20,10, 2, 52.4, 25.4, -0.7, 0.0019, 10, 5.5, 11420, 59.3, 44.5, 7, 27.2, 32, 40, 63, 44.5, 97, 44.9, 124, 45.4, 154, 42.2, 196, 44, 231, 37.7, 266, 28.6, 294, 17.7 
3527691,I, H, 2006-10-29,10, 2, 57.2, 24.5, -0.8, 0.0029, 9, 3.5, 10885, 48.5, 46.33, 23, 42.2, 54, 41.8, 88, 44, 115, 46.3, 145, 43.6, 187, 32.2, 222, 27.7, 257, 25.4, 285, 21.8 ,,
3527710,I, H, 2006-10-31,10, 2, 65.9, 24.1, -0.8, 0.0014, 9, 1.9, 15491, 64.5, 58.06, 21, 49.5, 52, 55.4, 86, 60.4, 113, 56.3, 143, 55.8, 185, 50.4, 220, 45.9, 255, 47.2, 283, 42.2 ,,
3527764,I, H, 2006-11-07,11, 2, 43.9, 23.9, -0.8, 0.0028, 9, 3.1, 8501, 48.9, 35.85, 14, 29.1, 45, 35, 79, 31.3, 106, 37.2, 136, 32.7, 178, 28.6, 213, 25, 248, 22.7, 276, 14.1 ,,
3527767,I, H, 2006-11-08,11, 2, 59.4, 24.5, -0.7, 0.0039, 9, 6.7, 9884, 41.8, 45.96, 13, 30.4, 44, 49.9, 78, 54.5, 105, 30.4, 135, 41.8, 177, 28.6, 212, 22.7, 247, 22.2, 275, 15.9 ,,
3527828,H, H, 2006-07-06,7, 1, 38.3, 36.6, -0.5, -0.0001, 9, 6.8, 11139, 0, 19.4, 6, 15.4, 43, 14.1, 78, 36.3, 113, 40, 138, 40, 169, 39.5, 203, 37.7, 230, 43.1, 260, 38.1 ,,
3527987,H, H, 2006-06-19,6, 1, 38.3, 31.3, -0.5, 0.0008, 9, 3.4, 9778, 94.5, 34.69, 23, 25.4, 60, 37.7, 95, 32.2, 130, 40.4, 155, 31.3, 186, 29.1, 220, 32.7, 247, 34.5, 277, 29.5 ,,
3528007,H, H, 2006-07-03,7, 1, 36, 31.9, -0.5, 0.0018, 10, 4.1, 7934, 71.1, 30.05, 9, 15.9, 46, 27.2, 81, 35.4, 116, 35.9, 141, 31.3, 172, 22.2, 206, 23.2, 233, 21.8, 263, 23.6, 305, 19.1 
3528175,H, H, 2006-06-15,6, 1, 55.6, 30.9, -0.5, 0.0027, 9, 4, 10785, 57.6, 44.01, 27, 40.4, 64, 42.7, 99, 42.2, 134, 40.9, 159, 38.6, 190, 40, 224, 31.3, 251, 20.4, 281, 21.3 ,,
3528306,H, H, 2006-06-21,6, 1, 44.4, 32.6, -0.5, 0.0002, 9, 3.1, 12461, 147.8, 43.12, 21, 31.8, 58, 38.1, 93, 44, 128, 49, 153, 37.2, 184, 42.7, 218, 44.9, 245, 43.6, 275, 41.8 ,,
3528332,H, H, 2006-07-05,7, 1, 36.8, 32.6, -0.5, 0.0002, 10, 3.5, 10198, 134.3, 35.34, 7, 15.4, 44, 32.7, 79, 32.7, 114, 40, 139, 36.3, 170, 31.3, 204, 37.7, 231, 37.7, 261, 35.4, 303, 30 
3528354,H, H, 2006-06-20,6, 1, 46.4, 31.6, -0.5, 0.0005, 9, 1.2, 12449, 111.5, 43.43, 22, 34, 59, 40.9, 94, 45.4, 129, 42.7, 154, 41.8, 185, 44.5, 219, 41.8, 246, 40.4, 276, 41.8 ,,
3528358,H, H, 2006-06-29,6, 1, 40.5, 30.6, -0.5, 0.0011, 9, 2.3, 9831, 82.4, 35.65, 13, 23.6, 50, 36.8, 85, 37.7, 120, 37.2, 145, 30.4, 176, 35, 210, 30.4, 237, 31.3, 267, 29.5 ,,
3528437,H, H, 2006-07-08,7, 1, 52.3, 33.1, -0.5, 0.0011, 8, 3.1, 12628, 86.6, 45.69, 41, 39.5, 76, 44.5, 111, 49, 136, 47.7, 167, 44, 201, 45.4, 228, 35.9, 258, 36.8 ,,,,
3528448,H, H, 2006-06-15,6, 1, 28.4, 32, -0.5, 0.0013, 8, 2.6, 6695, 80.4, 24.53, 27, 18.2, 64, 25.4, 99, 24.5, 134, 24.5, 159, 27.7, 190, 20.4, 224, 22.2, 251, 16.8 ,,,,
3528468,H, H, 2006-07-01,7, 1, 31.1, 31.5, -0.5, 0.0004, 9, 1.9, 8451, 117.5, 29.39, 11, 19.5, 48, 27.2, 83, 29.5, 118, 25, 143, 32.2, 174, 30.9, 208, 28.6, 235, 28.6, 265, 28.1 ,,
3528470,H, H, 2006-06-17,6, 1, 39.5, 33.4, -0.5, 0.0013, 9, 3.8, 9277, 82.2, 33.96, 25, 23.2, 62, 33.1, 97, 37.7, 132, 37.7, 157, 36.3, 188, 28.1, 222, 25, 249, 30, 279, 24.5 ,,
3528475,H, H, 2006-07-05,7, 1, 37, 33, -0.5, 0.0005, 9, 2.6, 9847, 113.2, 34.41, 7, 18.2, 44, 30, 79, 33.1, 114, 39.5, 139, 34.5, 170, 35.9, 204, 34, 231, 34, 261, 29.1 ,,
3528500,H, H, 2006-06-30,6, 1, 38.3, 36.7, -0.5, 0.0005, 9, 6.4, 10075, 119.5, 35.27, 12, 20.4, 49, 14.5, 84, 34.5, 119, 40, 144, 35.4, 175, 36.8, 209, 35.9, 236, 33.1, 266, 32.2 ,,
3528510,H, H, 2006-06-28,6, 1, 47.7, 32.9, -0.5, 0.002, 9, 3, 10176, 68.6, 39.12, 14, 28.6, 51, 37.2, 86, 39, 121, 40, 146, 40.4, 177, 35.4, 211, 30, 238, 30.4, 268, 22.2 ,,
3528517,H, H, 2006-06-22,6, 1, 46.7, 29.9, -0.5, 0.0004, 9, 1.4, 12721, 112.7, 44.21, 20, 35, 57, 43.6, 92, 44, 127, 44.5, 152, 40.9, 183, 42.7, 217, 42.2, 244, 44, 274, 44 ,,
3528533,H, H, 2006-07-08,7, 1, 28.1, 31.4, -0.5, 0.0002, 9, 2, 7908, 145.6, 27.33, 41, 23.6, 76, 26.8, 111, 25.4, 136, 24.5, 167, 31.3, 201, 29.1, 228, 25.4, 258, 28.6, 300, 25.9 ,,
3528537,H, H, 2006-07-04,7, 1, 38.3, 36.6, -0.5, 0.0002, 10, 2.8, 10640, 158.5, 36.97, 8, 20, 45, 28.1, 80, 30, 115, 35, 140, 36.3, 171, 35, 205, 37.2, 232, 40, 262, 36.3, 304, 37.2 
3528542,H, H, 2006-06-14,6, 1, 43.8, 31.4, -0.5, 0.0006, 9, 2.4, 11533, 103.8, 40.47, 28, 35.4, 65, 36.3, 100, 41.3, 135, 42.7, 160, 38.6, 191, 41.3, 225, 33.6, 252, 40, 282, 37.7 ,,
3528551,H, H, 2006-06-16,6, 1, 46.5, 32.5, -0.5, 0.0012, 9, 2.5, 11050, 82.5, 40.32, 26, 33.6, 63, 39.5, 98, 38.6, 133, 42.2, 158, 37.2, 189, 40.9, 223, 37.7, 250, 32.2, 280, 29.1 ,,
3528554,H, H, 2006-06-25,6, 1, 32, 31.9, -0.5, 0.0018, 9, 2.6, 7043, 70.6, 26.73, 17, 19.5, 54, 26.8, 89, 25.4, 124, 27.2, 149, 27.2, 180, 25.9, 214, 23.2, 241, 20.4, 271, 14.1 ,,
3528557,H, H, 2006-06-21,6, 1, 42.6, 35.4, -0.5, 0.0009, 9, 3, 10665, 99.2, 37.94, 21, 25.4, 58, 34.5, 93, 38.1, 128, 41.3, 153, 38.1, 184, 38.1, 218, 36.8, 245, 35, 275, 28.1 ,,
3528564,H, H, 2006-06-27,6, 1, 48.8, 32.2, -0.5, 0.0003, 9, 2.6, 13436, 128, 46.6, 15, 31.3, 52, 41.3, 87, 49.5, 122, 48.6, 147, 47.2, 178, 48.6, 212, 40.4, 239, 45.4, 269, 46.3 ,,
3528566,H, H, 2006-06-24,6, 1, 48.2, 24.8, -0.5, 0.0011, 9, 2.6, 11852, 71.9, 43.27, 18, 38.6, 55, 45.4, 90, 44.9, 125, 40.4, 150, 42.7, 181, 36.8, 215, 33.1, 242, 38.6, 272, 33.1 ,,
3528572,H, H, 2006-06-22,6, 1, 38, 32.7, -0.5, 0.0012, 9, 2.8, 9030, 82.9, 32.93, 20, 24.5, 57, 31.8, 92, 32.7, 127, 35, 152, 31.3, 183, 31.3, 217, 34, 244, 23.2, 274, 25.4 ,,
3528581,H, H, 2006-06-19,6, 1, 44, 36.6, -0.5, 0.0005, 9, 3, 11605, 120.3, 40.61, 23, 26.8, 60, 38.6, 95, 35.4, 130, 39, 155, 40.4, 186, 37.2, 220, 43.1, 247, 40.9, 277, 37.7 ,,
3528588,H, H, 2006-06-29,6, 1, 41.4, 32, -0.5, 0.0001, 9, 1.3, 11670, 150.9, 40.35, 13, 27.7, 50, 35.9, 85, 40, 120, 39, 145, 39, 176, 40.4, 210, 40.4, 237, 43.1, 267, 38.6 ,,
3528591,H, H, 2006-06-30,6, 1, 38.3, 36.7, -0.5, 0.0011, 9, 5.5, 9203, 92.7, 33.16, 12, 12.7, 49, 23.2, 84, 31.3, 119, 35.9, 144, 29.1, 175, 28.1, 209, 33.6, 236, 34, 266, 29.5 ,,
3528593,H, H, 2006-07-02,7, 1, 44, 36.6, -0.5, 0.0006, 9, 4.1, 11427, 113.9, 40.14, 10, 16.8, 47, 31.3, 82, 38.1, 117, 40.9, 142, 40, 173, 38.1, 207, 36.8, 234, 39.5, 264, 37.2 ,,
3528597,H, H, 2006-06-29,6, 1, 37, 32.4, -0.5, 0.0013, 9, 2.1, 8759, 81.5, 32.03, 13, 25, 50, 27.2, 85, 33.1, 120, 31.8, 145, 31.8, 176, 28.1, 210, 32.2, 237, 26.3, 267, 24.1 ,,
3528603,H, H, 2006-07-01,7, 1, 42.2, 31.4, -0.5, 0.0023, 9, 2.2, 8644, 62.7, 34.14, 11, 23.6, 48, 33.6, 83, 35, 118, 35, 143, 33.1, 174, 28.1, 208, 25, 235, 23.6, 265, 19.5 ,,
3528605,H, H, 2006-07-07,7, 1, 42.9, 30.7, -0.5, 0.0016, 9, 2.4, 9720, 72.2, 36.46, 5, 21.3, 42, 35.4, 77, 36.8, 112, 38.6, 137, 38.1, 168, 31.8, 202, 27.2, 229, 30, 259, 27.7 ,,
3528608,H, H, 2006-07-06,7, 1, 44.2, 31, -0.5, 0.0019, 9, 3.3, 9534, 67.2, 36.65, 6, 21.3, 43, 36.8, 78, 36.8, 113, 37.2, 138, 35.9, 169, 35.4, 203, 32.7, 230, 22.2, 260, 24.1 ,,
3528614,H, H, 2006-07-04,7, 1, 39.5, 33.3, -0.5, 0.0011, 10, 4.5, 9622, 88.7, 34.68, 8, 14.1, 45, 30.9, 80, 37.7, 115, 39, 140, 36.8, 171, 35, 205, 33.6, 232, 30.4, 262, 29.5, 304, 21.3 
3528622,H, H, 2006-07-04,7, 1, 32.5, 30.8, -0.5, 0.0008, 10, 3.3, 8344, 94.3, 29.58, 8, 23.2, 45, 26.3, 80, 31.3, 115, 21.8, 140, 29.5, 171, 31.3, 205, 31.3, 232, 30, 262, 23.6, 304, 25 
3528632,H, H, 2006-06-27,6, 1, 37.7, 33.2, -0.5, 0.0011, 9, 2.5, 9104, 86.9, 32.93, 15, 23.6, 52, 27.7, 87, 34.5, 122, 36.3, 147, 33.6, 178, 31.8, 212, 27.2, 239, 30, 269, 25 ,,
3528641,H, H, 2006-07-05,7, 1, 47.2, 33.8, -0.5, 0.0009, 10, 3.9, 11718, 93.8, 41.88, 7, 20, 44, 37.2, 79, 43.1, 114, 45.4, 139, 44.5, 170, 43.6, 204, 42.2, 231, 35.9, 261, 35.4, 303, 30.9 
3530287,I, H, 2006-11-09,11, 5, 40.4, 15, 0, 0.0042, 9, 3.9, 6621, 32, 33.15, 12, 27.7, 43, 39, 77, 24.5, 104, 24.1, 134, 20.4, 176, 22.7, 211, 21.3, 246, 12.7, 274, 7.7 ,,
3890405,E, H, 2007-09-18,9, 4, 37.8, 42.2, 0, 0.0013, 9, 7.5, 8697, 94.5, 31.57, 21, 9.1, 50, 29.1, 77, 36.8, 105, 42.2, 142, 30.9, 168, 35.9, 203, 29.1, 238, 25.4, 266, 19.5 ,,
3890416,E, H, 2007-08-01,8, 3, 61.3, 22.7, 0, 0.0022, 10, 4.4, 12914, 53.4, 51.87, 6, 37.2, 34, 51.8, 69, 50.4, 98, 42.7, 125, 49.5, 153, 49.9, 190, 32.2, 216, 42.7, 251, 37.7, 286, 29.5 
3890432,E, H, 2007-08-05,8, 3, 63.5, 9.4, 0, 0.0018, 9, 5.6, 14601, 32, 59.02, 30, 63.6, 65, 50.4, 94, 46.8, 121, 44, 149, 56.7, 186, 41.3, 212, 44.9, 247, 36.3, 282, 42.7 ,,
3890489,E, H, 2007-08-31,8, 3, 53.5, 42.3, 0, 0.0019, 9, 3.6, 11290, 80.5, 42.43, 39, 40.9, 68, 35.4, 95, 35, 123, 42.2, 160, 41.3, 186, 38.1, 221, 34, 256, 32.2, 284, 33.6 ,,
3890510,E, H, 2007-08-29,8, 3, 53.5, 30.4, 0, 0.0026, 10, 3.1, 10457, 58.2, 42.53, 6, 33.1, 41, 44, 70, 36.8, 97, 37.7, 125, 40.9, 162, 37.2, 188, 33.1, 223, 33.1, 258, 22.7, 286, 26.3 
3890573,E, H, 2007-07-29,7, 2, 57, 19.1, -0.8, 0.0027, 10, 4.6, 11265, 43.4, 48.1, 9, 40, 37, 54.9, 72, 43.1, 101, 45.9, 128, 37.2, 156, 43.1, 193, 34.5, 219, 25, 254, 30.9, 289, 18.6 
3890591,E, H, 2007-09-27,9, 2, 50.2, 26.4, -0.7, 0.001, 9, 7.2, 12573, 78.2, 45.32, 12, 28.1, 41, 35.4, 68, 30.9, 96, 39.5, 133, 53.6, 159, 39.5, 194, 39.5, 229, 41.3, 257, 43.1 ,,
3890600,E, H, 2007-09-24,9, 2, 40.6, 21.7, -0.8, 0.0015, 9, 2.2, 9496, 59.2, 35.97, 15, 33.6, 44, 34.5, 71, 35.9, 99, 35, 136, 29.5, 162, 30.4, 197, 29.5, 232, 29.5, 260, 31.3 ,,
3890609,E, H, 2007-08-01,8, 2, 55.7, 21.1, -0.8, 0.0011, 10, 12.3, 13813, 64.3, 50.67, 6, 37.2, 34, 50.4, 69, 88.5, 98, 44.5, 125, 49.5, 153, 43.1, 190, 42.7, 216, 48.6, 251, 44.5, 286, 40 
3890622,E, H, 2007-09-13,9, 2, 56.9, 24.3, -0.8, 0.0014, 9, 5.7, 13451, 65.6, 50.21, 26, 42.2, 55, 49.5, 82, 49.5, 110, 62.2, 147, 41.3, 173, 39, 208, 39, 243, 40, 271, 44 ,,
3890624,E, H, 2007-08-05,8, 2, 57.5, 20.2, -0.8, 0.0013, 9, 3.6, 13900, 59.3, 51.89, 30, 55.8, 65, 46.3, 94, 46.8, 121, 49.5, 149, 49.9, 186, 41.3, 212, 46.3, 247, 43.1, 282, 40 ,,
