lactkey,Farm,Breed,CalveDate,Parity,monthinm,dim,milk
4511378,N, H, 2006-04-19, 1,6, 171, 41.3
4511378,N, H, 2006-04-19, 1,7, 199, 39.5
4511378,N, H, 2006-04-19, 1,8, 227, 40
4511378,N, H, 2006-04-19, 1,9, 262, 42.2
4511378,N, H, 2006-04-19, 1,10, 290, 44 
4511378,N, H, 2006-04-19, 1,2, 52, 35
4511378,N, H, 2006-04-19, 1,3, 80, 30.9
4511383,N, H, 2006-04-15, 1,4, 119, 33.6
4511383,N, H, 2006-04-15, 1,5, 140, 35
4511383,N, H, 2006-04-15, 1,6, 175, 41.3
4511383,N, H, 2006-04-15, 1,7, 203, 34.5
4511383,N, H, 2006-04-15, 1,1, 21, 37.2
4511383,N, H, 2006-04-15, 1,8, 231, 37.2
4511383,N, H, 2006-04-15, 1,9, 266, 25.4
4511383,N, H, 2006-04-15, 1,10, 294, 30 
4511383,N, H, 2006-04-15, 1,2, 56, 32.7
4511383,N, H, 2006-04-15, 1,3, 84, 30.9
4511385,N, H, 2006-05-16, 1,4, 109, 35
4511385,N, H, 2006-05-16, 1,5, 144, 46.8
4511385,N, H, 2006-05-16, 1,6, 172, 44.9
4511385,N, H, 2006-05-16, 1,7, 200, 37.2
4511385,N, H, 2006-05-16, 1,8, 235, 32.2
4511385,N, H, 2006-05-16, 1,1, 25, 28.6
4511385,N, H, 2006-05-16, 1,9, 263, 35.4
4511385,N, H, 2006-05-16, 1,10, 291, 18.6 
4511385,N, H, 2006-05-16, 1,2, 53, 35.4
4511385,N, H, 2006-05-16, 1,3, 88, 39.5
4511387,N, H, 2006-04-08, 1,4, 126, 36.8
4511387,N, H, 2006-04-08, 1,5, 147, 29.5
4511387,N, H, 2006-04-08, 1,6, 182, 27.2
4511387,N, H, 2006-04-08, 1,7, 210, 29.1
4511387,N, H, 2006-04-08, 1,8, 238, 30.9
4511387,N, H, 2006-04-08, 1,9, 273, 25.4
4511387,N, H, 2006-04-08, 1,1, 28, 31.3
4511387,N, H, 2006-04-08, 1,10, 301, 30 
4511387,N, H, 2006-04-08, 1,2, 63, 32.7
4511387,N, H, 2006-04-08, 1,3, 91, 40.4
4511390,N, H, 2006-06-14, 1,4, 115, 38.6
4511390,N, H, 2006-06-14, 1,5, 143, 42.2
4511390,N, H, 2006-06-14, 1,6, 171, 40
4511390,N, H, 2006-06-14, 1,7, 206, 35
4511390,N, H, 2006-06-14, 1,8, 234, 30
4511390,N, H, 2006-06-14, 1,1, 24, 33.1
4511390,N, H, 2006-06-14, 1,9, 262, 29.5
4511390,N, H, 2006-06-14, 1,10, 297, 24.5 
4511390,N, H, 2006-06-14, 1,2, 59, 39.5
4511390,N, H, 2006-06-14, 1,3, 80, 40
4511392,N, H, 2006-05-08, 1,10,,
4511392,N, H, 2006-05-08, 1,4, 117, 26.8
4511392,N, H, 2006-05-08, 1,5, 152, 27.2
4511392,N, H, 2006-05-08, 1,6, 180, 34.5
4511392,N, H, 2006-05-08, 1,7, 208, 30.9
4511392,N, H, 2006-05-08, 1,8, 243, 28.1
4511392,N, H, 2006-05-08, 1,9, 271, 24.5 
4511392,N, H, 2006-05-08, 1,1, 33, 27.7
4511392,N, H, 2006-05-08, 1,2, 61, 23.6
4511392,N, H, 2006-05-08, 1,3, 96, 32.2
4511395,N, H, 2006-05-25, 1,4, 100, 35
4511395,N, H, 2006-05-25, 1,5, 135, 35.4
4511395,N, H, 2006-05-25, 1,1, 16, 22.7
4511395,N, H, 2006-05-25, 1,6, 163, 42.2
4511395,N, H, 2006-05-25, 1,7, 191, 40
4511395,N, H, 2006-05-25, 1,8, 226, 36.8
4511395,N, H, 2006-05-25, 1,9, 254, 41.3
4511395,N, H, 2006-05-25, 1,10, 282, 40 
4511395,N, H, 2006-05-25, 1,2, 44, 40.4
4511395,N, H, 2006-05-25, 1,3, 79, 24.1
4511399,N, H, 2006-04-27, 1,4, 107, 42.2
4511399,N, H, 2006-04-27, 1,5, 128, 26.8
4511399,N, H, 2006-04-27, 1,6, 163, 38.6
4511399,N, H, 2006-04-27, 1,7, 191, 47.7
4511399,N, H, 2006-04-27, 1,8, 219, 34
4511399,N, H, 2006-04-27, 1,9, 254, 33.6
4511399,N, H, 2006-04-27, 1,10, 282, 30 
4511399,N, H, 2006-04-27, 1,2, 44, 27.7
4511399,N, H, 2006-04-27, 1,3, 72, 35.4
4511399,N, H, 2006-04-27, 1,1, 9, 22.7
4511401,N, H, 2006-05-08, 1,4, 117, 30.9
4511401,N, H, 2006-05-08, 1,5, 152, 24.5
4511401,N, H, 2006-05-08, 1,6, 180, 21.3
4511401,N, H, 2006-05-08, 1,7, 208, 30.9
4511401,N, H, 2006-05-08, 1,8, 243, 16.8
4511401,N, H, 2006-05-08, 1,9, 271, 32.7
4511401,N, H, 2006-05-08, 1,10, 299, 40 
4511401,N, H, 2006-05-08, 1,1, 33, 30
4511401,N, H, 2006-05-08, 1,2, 61, 33.1
4511401,N, H, 2006-05-08, 1,3, 96, 42.2
4511402,N, H, 2006-06-04, 1,5, 125, 38.6
4511402,N, H, 2006-06-04, 1,6, 153, 39.5
4511402,N, H, 2006-06-04, 1,7, 181, 43.1
4511402,N, H, 2006-06-04, 1,8, 216, 39.5
4511402,N, H, 2006-06-04, 1,9, 244, 31.3
4511402,N, H, 2006-06-04, 1,10, 272, 26.8 
4511402,N, H, 2006-06-04, 1,2, 34, 35.4
4511402,N, H, 2006-06-04, 1,1, 6, 37.7
4511402,N, H, 2006-06-04, 1,3, 69, 44.9
4511402,N, H, 2006-06-04, 1,4, 90, 40
4511404,N, H, 2006-05-04, 1,3, 100, 33.6
4511404,N, H, 2006-05-04, 1,4, 121, 24.1
4511404,N, H, 2006-05-04, 1,5, 156, 38.6
4511404,N, H, 2006-05-04, 1,6, 184, 38.6
4511404,N, H, 2006-05-04, 1,7, 212, 23.2
4511404,N, H, 2006-05-04, 1,8, 247, 33.6
4511404,N, H, 2006-05-04, 1,9, 275, 28.6
4511404,N, H, 2006-05-04, 1,10, 303, 26.8 
4511404,N, H, 2006-05-04, 1,1, 37, 27.7
4511404,N, H, 2006-05-04, 1,2, 65, 28.6
4511405,N, H, 2006-05-30, 1,1, 11, 32.7
4511405,N, H, 2006-05-30, 1,5, 130, 35.4
4511405,N, H, 2006-05-30, 1,6, 158, 37.2
4511405,N, H, 2006-05-30, 1,7, 186, 30.9
4511405,N, H, 2006-05-30, 1,8, 221, 35
4511405,N, H, 2006-05-30, 1,9, 249, 35.4
4511405,N, H, 2006-05-30, 1,10, 277, 26.8 
4511405,N, H, 2006-05-30, 1,2, 39, 40.4
4511405,N, H, 2006-05-30, 1,3, 74, 33.6
4511405,N, H, 2006-05-30, 1,4, 95, 33.6
4511407,N, H, 2006-04-29, 1,4, 105, 39.5
4511407,N, H, 2006-04-29, 1,5, 126, 45.4
4511407,N, H, 2006-04-29, 1,6, 161, 38.6
4511407,N, H, 2006-04-29, 1,7, 189, 39.5
4511407,N, H, 2006-04-29, 1,8, 217, 35.4
4511407,N, H, 2006-04-29, 1,9, 252, 28.1
4511407,N, H, 2006-04-29, 1,10, 280, 38.6 
4511407,N, H, 2006-04-29, 1,2, 42, 32.7
4511407,N, H, 2006-04-29, 1,1, 7, 14.1
4511407,N, H, 2006-04-29, 1,3, 70, 35.4
4511408,N, H, 2006-05-22, 1,4, 103, 40
4511408,N, H, 2006-05-22, 1,5, 138, 35.4
4511408,N, H, 2006-05-22, 1,6, 166, 37.2
4511408,N, H, 2006-05-22, 1,1, 19, 27.7
4511408,N, H, 2006-05-22, 1,7, 194, 37.2
4511408,N, H, 2006-05-22, 1,8, 229, 50.4
4511408,N, H, 2006-05-22, 1,9, 257, 32.7
4511408,N, H, 2006-05-22, 1,10, 285, 36.3 
4511408,N, H, 2006-05-22, 1,2, 47, 30.9
4511408,N, H, 2006-05-22, 1,3, 82, 36.8
4511410,N, H, 2006-04-10, 1,4, 124, 39.5
4511410,N, H, 2006-04-10, 1,5, 145, 32.2
4511410,N, H, 2006-04-10, 1,6, 180, 38.6
4511410,N, H, 2006-04-10, 1,7, 208, 39.5
4511410,N, H, 2006-04-10, 1,8, 236, 30.9
4511410,N, H, 2006-04-10, 1,1, 26, 31.3
4511410,N, H, 2006-04-10, 1,9, 271, 30.9
4511410,N, H, 2006-04-10, 1,10, 299, 30 
4511410,N, H, 2006-04-10, 1,2, 61, 35
4511410,N, H, 2006-04-10, 1,3, 89, 35.4
4511412,N, H, 2006-06-10, 1,4, 119, 27.2
4511412,N, H, 2006-06-10, 1,5, 147, 31.8
4511412,N, H, 2006-06-10, 1,6, 175, 30.9
4511412,N, H, 2006-06-10, 1,7, 210, 28.1
4511412,N, H, 2006-06-10, 1,8, 238, 27.2
4511412,N, H, 2006-06-10, 1,9, 266, 29.5
4511412,N, H, 2006-06-10, 1,1, 28, 30.9
4511412,N, H, 2006-06-10, 1,10, 301, 24.5 
4511412,N, H, 2006-06-10, 1,2, 63, 33.6
4511412,N, H, 2006-06-10, 1,3, 84, 32.2
4511414,N, H, 2006-05-27, 1,5, 133, 35.4
4511414,N, H, 2006-05-27, 1,1, 14, 25
4511414,N, H, 2006-05-27, 1,6, 161, 39.5
4511414,N, H, 2006-05-27, 1,7, 189, 37.2
4511414,N, H, 2006-05-27, 1,8, 224, 33.6
4511414,N, H, 2006-05-27, 1,9, 252, 41.3
4511414,N, H, 2006-05-27, 1,10, 280, 36.3 
4511414,N, H, 2006-05-27, 1,2, 42, 30.9
4511414,N, H, 2006-05-27, 1,3, 77, 35
4511414,N, H, 2006-05-27, 1,4, 98, 37.2
4511418,N, H, 2006-05-14, 1,4, 111, 26.8
4511418,N, H, 2006-05-14, 1,5, 146, 35.4
4511418,N, H, 2006-05-14, 1,6, 174, 39.5
4511418,N, H, 2006-05-14, 1,7, 202, 34
4511418,N, H, 2006-05-14, 1,8, 237, 30.9
4511418,N, H, 2006-05-14, 1,9, 265, 30
4511418,N, H, 2006-05-14, 1,1, 27, 32.7
4511418,N, H, 2006-05-14, 1,10, 293, 29.5 
4511418,N, H, 2006-05-14, 1,2, 55, 30.9
4511418,N, H, 2006-05-14, 1,3, 90, 36.8
4511420,N, H, 2006-06-07, 1,4, 122, 35.4
4511420,N, H, 2006-06-07, 1,5, 150, 42.2
4511420,N, H, 2006-06-07, 1,6, 178, 30.9
4511420,N, H, 2006-06-07, 1,7, 213, 30.9
4511420,N, H, 2006-06-07, 1,8, 241, 31.3
4511420,N, H, 2006-06-07, 1,9, 269, 30.9
4511420,N, H, 2006-06-07, 1,10, 304, 20.4 
4511420,N, H, 2006-06-07, 1,1, 31, 28.6
4511420,N, H, 2006-06-07, 1,2, 66, 36.8
4511420,N, H, 2006-06-07, 1,3, 87, 37.2
4511428,N, X, 2006-05-07, 1,4, 118, 32.2
4511428,N, X, 2006-05-07, 1,5, 153, 32.7
4511428,N, X, 2006-05-07, 1,6, 181, 30.4
4511428,N, X, 2006-05-07, 1,7, 209, 27.7
4511428,N, X, 2006-05-07, 1,8, 244, 30.9
4511428,N, X, 2006-05-07, 1,9, 272, 28.6
4511428,N, X, 2006-05-07, 1,10, 300, 32.2 
4511428,N, X, 2006-05-07, 1,1, 34, 25
4511428,N, X, 2006-05-07, 1,2, 62, 25.9
4511428,N, X, 2006-05-07, 1,3, 97, 32.2
4511429,N, H, 2006-05-07, 1,4, 118, 37.2
4511429,N, H, 2006-05-07, 1,5, 153, 21.8
4511429,N, H, 2006-05-07, 1,6, 181, 39.5
4511429,N, H, 2006-05-07, 1,7, 209, 34
4511429,N, H, 2006-05-07, 1,8, 244, 11.3
4511429,N, H, 2006-05-07, 1,9, 272, 27.2
4511429,N, H, 2006-05-07, 1,10, 300, 26.8 
4511429,N, H, 2006-05-07, 1,1, 34, 30
4511429,N, H, 2006-05-07, 1,2, 62, 31.8
4511429,N, H, 2006-05-07, 1,3, 97, 30.9
4511431,N, H, 2006-05-10, 1,4, 115, 29.5
4511431,N, H, 2006-05-10, 1,5, 150, 35.4
4511431,N, H, 2006-05-10, 1,6, 178, 30.4
4511431,N, H, 2006-05-10, 1,7, 206, 30.9
4511431,N, H, 2006-05-10, 1,8, 241, 28.1
4511431,N, H, 2006-05-10, 1,9, 269, 30
4511431,N, H, 2006-05-10, 1,10, 297, 24.1 
4511431,N, H, 2006-05-10, 1,1, 31, 35
4511431,N, H, 2006-05-10, 1,2, 59, 42.7
4511431,N, H, 2006-05-10, 1,3, 94, 36.8
4511435,N, H, 2006-06-13, 1,4, 116, 34
4511435,N, H, 2006-06-13, 1,5, 144, 43.6
4511435,N, H, 2006-06-13, 1,6, 172, 46.3
4511435,N, H, 2006-06-13, 1,7, 207, 42.2
4511435,N, H, 2006-06-13, 1,8, 235, 35.4
4511435,N, H, 2006-06-13, 1,1, 25, 33.1
4511435,N, H, 2006-06-13, 1,9, 263, 45.4
4511435,N, H, 2006-06-13, 1,10, 298, 38.6 
4511435,N, H, 2006-06-13, 1,2, 60, 33.6
4511435,N, H, 2006-06-13, 1,3, 81, 35
4511438,N, H, 2006-05-05, 1,4, 120, 37.2
4511438,N, H, 2006-05-05, 1,5, 155, 32.7
4511438,N, H, 2006-05-05, 1,6, 183, 34.5
4511438,N, H, 2006-05-05, 1,7, 211, 34
4511438,N, H, 2006-05-05, 1,8, 246, 44.9
4511438,N, H, 2006-05-05, 1,9, 274, 32.7
4511438,N, H, 2006-05-05, 1,10, 302, 26.8 
4511438,N, H, 2006-05-05, 1,1, 36, 30
4511438,N, H, 2006-05-05, 1,2, 64, 30.9
4511438,N, H, 2006-05-05, 1,3, 99, 33.6
4511440,N, H, 2006-05-13, 1,4, 112, 35
4511440,N, H, 2006-05-13, 1,5, 147, 38.6
4511440,N, H, 2006-05-13, 1,6, 175, 37.2
4511440,N, H, 2006-05-13, 1,7, 203, 34
4511440,N, H, 2006-05-13, 1,8, 238, 36.8
4511440,N, H, 2006-05-13, 1,9, 266, 42.7
4511440,N, H, 2006-05-13, 1,1, 28, 37.7
4511440,N, H, 2006-05-13, 1,10, 294, 45.4 
4511440,N, H, 2006-05-13, 1,2, 56, 35.4
4511440,N, H, 2006-05-13, 1,3, 91, 36.8
4511443,N, H, 2006-05-09, 1,4, 116, 42.7
4511443,N, H, 2006-05-09, 1,5, 151, 34
4511443,N, H, 2006-05-09, 1,6, 179, 39.5
4511443,N, H, 2006-05-09, 1,7, 207, 34
4511443,N, H, 2006-05-09, 1,8, 242, 28.1
4511443,N, H, 2006-05-09, 1,9, 270, 30
4511443,N, H, 2006-05-09, 1,10, 298, 26.8 
4511443,N, H, 2006-05-09, 1,1, 32, 27.7
4511443,N, H, 2006-05-09, 1,2, 60, 35.9
4511443,N, H, 2006-05-09, 1,3, 95, 36.8
4511445,N, H, 2006-05-10, 1,10,,
4511445,N, H, 2006-05-10, 1,4, 115, 22.7
4511445,N, H, 2006-05-10, 1,5, 150, 35.4
4511445,N, H, 2006-05-10, 1,6, 178, 31.8
4511445,N, H, 2006-05-10, 1,7, 206, 24.5
4511445,N, H, 2006-05-10, 1,8, 241, 36.8
4511445,N, H, 2006-05-10, 1,9, 269, 16.3 
4511445,N, H, 2006-05-10, 1,1, 31, 37.7
4511445,N, H, 2006-05-10, 1,2, 59, 35.4
4511445,N, H, 2006-05-10, 1,3, 94, 28.1
4511453,N, H, 2006-06-12, 1,4, 117, 35.4
4511453,N, H, 2006-06-12, 1,5, 145, 39.5
4511453,N, H, 2006-06-12, 1,6, 173, 27.7
4511453,N, H, 2006-06-12, 1,7, 208, 25.4
4511453,N, H, 2006-06-12, 1,8, 236, 41.3
4511453,N, H, 2006-06-12, 1,1, 26, 23.6
4511453,N, H, 2006-06-12, 1,9, 264, 46.8
4511453,N, H, 2006-06-12, 1,10, 299, 41.3 
4511453,N, H, 2006-06-12, 1,2, 61, 32.2
4511453,N, H, 2006-06-12, 1,3, 82, 36.3
4511455,N, H, 2006-05-28, 1,1, 13, 32.7
4511455,N, H, 2006-05-28, 1,5, 132, 38.6
4511455,N, H, 2006-05-28, 1,6, 160, 39.5
4511455,N, H, 2006-05-28, 1,7, 188, 40
4511455,N, H, 2006-05-28, 1,8, 223, 33.6
4511455,N, H, 2006-05-28, 1,9, 251, 31.3
4511455,N, H, 2006-05-28, 1,10, 279, 29.5 
4511455,N, H, 2006-05-28, 1,2, 41, 41.3
4511455,N, H, 2006-05-28, 1,3, 76, 42.2
4511455,N, H, 2006-05-28, 1,4, 97, 37.2
4511462,N, H, 2006-06-14, 1,4, 115, 41.3
4511462,N, H, 2006-06-14, 1,5, 143, 33.1
4511462,N, H, 2006-06-14, 1,6, 171, 40
4511462,N, H, 2006-06-14, 1,7, 206, 33.6
4511462,N, H, 2006-06-14, 1,8, 234, 32.7
4511462,N, H, 2006-06-14, 1,1, 24, 28.6
4511462,N, H, 2006-06-14, 1,9, 262, 37.2
4511462,N, H, 2006-06-14, 1,10, 297, 31.3 
4511462,N, H, 2006-06-14, 1,2, 59, 30.9
4511462,N, H, 2006-06-14, 1,3, 80, 26.8
4511467,N, H, 2006-06-08, 1,10,,
4511467,N, H, 2006-06-08, 1,4, 121, 38.6
4511467,N, H, 2006-06-08, 1,5, 149, 39.5
4511467,N, H, 2006-06-08, 1,6, 177, 37.2
4511467,N, H, 2006-06-08, 1,7, 212, 38.1
4511467,N, H, 2006-06-08, 1,8, 240, 35.4
4511467,N, H, 2006-06-08, 1,9, 268, 37.2 
4511467,N, H, 2006-06-08, 1,1, 30, 30.9
4511467,N, H, 2006-06-08, 1,2, 65, 42.2
4511467,N, H, 2006-06-08, 1,3, 86, 35
4511479,N, H, 2006-06-05, 1,5, 124, 27.2
4511479,N, H, 2006-06-05, 1,6, 152, 23.6
4511479,N, H, 2006-06-05, 1,7, 180, 21.8
4511479,N, H, 2006-06-05, 1,8, 215, 25.4
4511479,N, H, 2006-06-05, 1,9, 243, 24.5
4511479,N, H, 2006-06-05, 1,10, 271, 26.8 
4511479,N, H, 2006-06-05, 1,2, 33, 23.6
4511479,N, H, 2006-06-05, 1,1, 5, 12.7
4511479,N, H, 2006-06-05, 1,3, 68, 28.1
4511479,N, H, 2006-06-05, 1,4, 89, 26.8
4511618,N, H, 2006-05-18, 1,4, 107, 26.8
4511618,N, H, 2006-05-18, 1,5, 142, 32.7
4511618,N, H, 2006-05-18, 1,6, 170, 44.9
4511618,N, H, 2006-05-18, 1,7, 198, 30.9
4511618,N, H, 2006-05-18, 1,1, 23, 27.7
4511618,N, H, 2006-05-18, 1,8, 233, 33.6
4511618,N, H, 2006-05-18, 1,9, 261, 41.3
4511618,N, H, 2006-05-18, 1,10, 289, 35 
4511618,N, H, 2006-05-18, 1,2, 51, 35.4
4511618,N, H, 2006-05-18, 1,3, 86, 42.2
3525484,O, H, 2006-06-15, 1,10,,
3525484,O, H, 2006-06-15, 1,4, 134, 43.6
3525484,O, H, 2006-06-15, 1,5, 159, 43.6
3525484,O, H, 2006-06-15, 1,6, 190, 40.4
3525484,O, H, 2006-06-15, 1,7, 224, 43.6
3525484,O, H, 2006-06-15, 1,8, 251, 40.4
3525484,O, H, 2006-06-15, 1,1, 27, 34.5
3525484,O, H, 2006-06-15, 1,9, 281, 37.7 
3525484,O, H, 2006-06-15, 1,2, 64, 40.4
3525484,O, H, 2006-06-15, 1,3, 99, 38.1
3525493,O, H, 2006-06-29, 1,10,,
3525493,O, H, 2006-06-29, 1,4, 120, 49.5
3525493,O, H, 2006-06-29, 1,1, 13, 30
3525493,O, H, 2006-06-29, 1,5, 145, 47.2
3525493,O, H, 2006-06-29, 1,6, 176, 47.7
3525493,O, H, 2006-06-29, 1,7, 210, 38.1
3525493,O, H, 2006-06-29, 1,8, 237, 39
3525493,O, H, 2006-06-29, 1,9, 267, 41.8 
3525493,O, H, 2006-06-29, 1,2, 50, 41.8
3525493,O, H, 2006-06-29, 1,3, 85, 49
3525526,O, H, 2006-07-04, 1,4, 115, 42.2
3525526,O, H, 2006-07-04, 1,5, 140, 39
3525526,O, H, 2006-07-04, 1,6, 171, 41.3
3525526,O, H, 2006-07-04, 1,7, 205, 38.6
3525526,O, H, 2006-07-04, 1,8, 232, 37.2
3525526,O, H, 2006-07-04, 1,9, 262, 35
3525526,O, H, 2006-07-04, 1,10, 304, 35.9 
3525526,O, H, 2006-07-04, 1,2, 45, 39.5
3525526,O, H, 2006-07-04, 1,1, 8, 23.6
3525526,O, H, 2006-07-04, 1,3, 80, 38.6
3525528,O, H, 2006-07-07, 1,4, 112, 36.3
3525528,O, H, 2006-07-07, 1,5, 137, 34.5
3525528,O, H, 2006-07-07, 1,6, 168, 28.1
3525528,O, H, 2006-07-07, 1,7, 202, 30
3525528,O, H, 2006-07-07, 1,8, 229, 29.5
3525528,O, H, 2006-07-07, 1,9, 259, 26.8
3525528,O, H, 2006-07-07, 1,10, 301, 25 
3525528,O, H, 2006-07-07, 1,2, 42, 33.6
3525528,O, H, 2006-07-07, 1,1, 5, 15.4
3525528,O, H, 2006-07-07, 1,3, 77, 37.7
3525529,O, H, 2006-06-23, 1,10,,
3525529,O, H, 2006-06-23, 1,4, 126, 51.8
3525529,O, H, 2006-06-23, 1,5, 151, 47.7
3525529,O, H, 2006-06-23, 1,6, 182, 48.1
3525529,O, H, 2006-06-23, 1,1, 19, 40.9
3525529,O, H, 2006-06-23, 1,7, 216, 47.2
3525529,O, H, 2006-06-23, 1,8, 243, 53.1
3525529,O, H, 2006-06-23, 1,9, 273, 53.1 
3525529,O, H, 2006-06-23, 1,2, 56, 45.9
3525529,O, H, 2006-06-23, 1,3, 91, 50.8
3525531,O, H, 2006-07-04, 1,4, 115, 34
3525531,O, H, 2006-07-04, 1,5, 140, 32.2
3525531,O, H, 2006-07-04, 1,6, 171, 33.6
3525531,O, H, 2006-07-04, 1,7, 205, 35
3525531,O, H, 2006-07-04, 1,8, 232, 36.3
3525531,O, H, 2006-07-04, 1,9, 262, 34
3525531,O, H, 2006-07-04, 1,10, 304, 30 
3525531,O, H, 2006-07-04, 1,2, 45, 33.1
3525531,O, H, 2006-07-04, 1,1, 8, 16.8
3525531,O, H, 2006-07-04, 1,3, 80, 33.1
3525540,O, H, 2006-07-01, 1,10,,
3525540,O, H, 2006-07-01, 1,1, 11, 25
3525540,O, H, 2006-07-01, 1,4, 118, 26.3
3525540,O, H, 2006-07-01, 1,5, 143, 24.5
3525540,O, H, 2006-07-01, 1,6, 174, 19.1
3525540,O, H, 2006-07-01, 1,7, 208, 17.3
3525540,O, H, 2006-07-01, 1,8, 235, 16.8
3525540,O, H, 2006-07-01, 1,9, 265, 16.8 
3525540,O, H, 2006-07-01, 1,2, 48, 25
3525540,O, H, 2006-07-01, 1,3, 83, 28.1
3525550,O, H, 2006-07-06, 1,10,,
3525550,O, H, 2006-07-06, 1,4, 113, 36.8
3525550,O, H, 2006-07-06, 1,5, 138, 27.7
3525550,O, H, 2006-07-06, 1,6, 169, 31.8
3525550,O, H, 2006-07-06, 1,7, 203, 31.3
3525550,O, H, 2006-07-06, 1,8, 230, 20.4
3525550,O, H, 2006-07-06, 1,9, 260, 23.6 
3525550,O, H, 2006-07-06, 1,2, 43, 38.1
3525550,O, H, 2006-07-06, 1,1, 6, 17.3
3525550,O, H, 2006-07-06, 1,3, 78, 37.2
3525562,O, H, 2006-06-28, 1,10,,
3525562,O, H, 2006-06-28, 1,4, 121, 44
3525562,O, H, 2006-06-28, 1,1, 14, 30.9
3525562,O, H, 2006-06-28, 1,5, 146, 44.5
3525562,O, H, 2006-06-28, 1,6, 177, 42.7
3525562,O, H, 2006-06-28, 1,7, 211, 40
3525562,O, H, 2006-06-28, 1,8, 238, 38.1
3525562,O, H, 2006-06-28, 1,9, 268, 40.4 
3525562,O, H, 2006-06-28, 1,2, 51, 47.2
3525562,O, H, 2006-06-28, 1,3, 86, 47.7
3525564,O, H, 2006-06-23, 1,10,,
3525564,O, H, 2006-06-23, 1,4, 126, 40
3525564,O, H, 2006-06-23, 1,5, 151, 40
3525564,O, H, 2006-06-23, 1,6, 182, 40
3525564,O, H, 2006-06-23, 1,1, 19, 27.7
3525564,O, H, 2006-06-23, 1,7, 216, 40.4
3525564,O, H, 2006-06-23, 1,8, 243, 38.1
3525564,O, H, 2006-06-23, 1,9, 273, 36.3 
3525564,O, H, 2006-06-23, 1,2, 56, 30.4
3525564,O, H, 2006-06-23, 1,3, 91, 35.9
3525593,O, H, 2006-06-23, 1,10,,
3525593,O, H, 2006-06-23, 1,4, 126, 41.8
3525593,O, H, 2006-06-23, 1,5, 151, 37.7
3525593,O, H, 2006-06-23, 1,6, 182, 38.1
3525593,O, H, 2006-06-23, 1,1, 19, 32.7
3525593,O, H, 2006-06-23, 1,7, 216, 35.4
3525593,O, H, 2006-06-23, 1,8, 243, 33.6
3525593,O, H, 2006-06-23, 1,9, 273, 28.1 
3525593,O, H, 2006-06-23, 1,2, 56, 40.4
3525593,O, H, 2006-06-23, 1,3, 91, 42.7
3525607,O, H, 2006-06-22, 1,10,,
3525607,O, H, 2006-06-22, 1,4, 127, 30.9
3525607,O, H, 2006-06-22, 1,5, 152, 29.5
3525607,O, H, 2006-06-22, 1,6, 183, 28.6
3525607,O, H, 2006-06-22, 1,1, 20, 14.5
3525607,O, H, 2006-06-22, 1,7, 217, 29.1
3525607,O, H, 2006-06-22, 1,8, 244, 29.5
3525607,O, H, 2006-06-22, 1,9, 274, 25.4 
3525607,O, H, 2006-06-22, 1,2, 57, 26.8
3525607,O, H, 2006-06-22, 1,3, 92, 27.7
3525624,O, H, 2006-07-07, 1,4, 112, 42.7
3525624,O, H, 2006-07-07, 1,5, 137, 39
3525624,O, H, 2006-07-07, 1,6, 168, 41.3
3525624,O, H, 2006-07-07, 1,7, 202, 39.5
3525624,O, H, 2006-07-07, 1,8, 229, 39
3525624,O, H, 2006-07-07, 1,9, 259, 37.7
3525624,O, H, 2006-07-07, 1,10, 301, 35.9 
3525624,O, H, 2006-07-07, 1,2, 42, 45.4
3525624,O, H, 2006-07-07, 1,1, 5, 14.1
3525624,O, H, 2006-07-07, 1,3, 77, 44
3527828,O, H, 2006-07-06, 1,10,,
3527828,O, H, 2006-07-06, 1,4, 113, 40
3527828,O, H, 2006-07-06, 1,5, 138, 40
3527828,O, H, 2006-07-06, 1,6, 169, 39.5
3527828,O, H, 2006-07-06, 1,7, 203, 37.7
3527828,O, H, 2006-07-06, 1,8, 230, 43.1
3527828,O, H, 2006-07-06, 1,9, 260, 38.1 
3527828,O, H, 2006-07-06, 1,2, 43, 14.1
3527828,O, H, 2006-07-06, 1,1, 6, 15.4
3527828,O, H, 2006-07-06, 1,3, 78, 36.3
3527987,O, H, 2006-06-19, 1,10,,
3527987,O, H, 2006-06-19, 1,4, 130, 40.4
3527987,O, H, 2006-06-19, 1,5, 155, 31.3
3527987,O, H, 2006-06-19, 1,6, 186, 29.1
3527987,O, H, 2006-06-19, 1,7, 220, 32.7
3527987,O, H, 2006-06-19, 1,1, 23, 25.4
3527987,O, H, 2006-06-19, 1,8, 247, 34.5
3527987,O, H, 2006-06-19, 1,9, 277, 29.5 
3527987,O, H, 2006-06-19, 1,2, 60, 37.7
3527987,O, H, 2006-06-19, 1,3, 95, 32.2
3528007,O, H, 2006-07-03, 1,4, 116, 35.9
3528007,O, H, 2006-07-03, 1,5, 141, 31.3
3528007,O, H, 2006-07-03, 1,6, 172, 22.2
3528007,O, H, 2006-07-03, 1,7, 206, 23.2
3528007,O, H, 2006-07-03, 1,8, 233, 21.8
3528007,O, H, 2006-07-03, 1,9, 263, 23.6
3528007,O, H, 2006-07-03, 1,10, 305, 19.1 
3528007,O, H, 2006-07-03, 1,2, 46, 27.2
3528007,O, H, 2006-07-03, 1,3, 81, 35.4
3528007,O, H, 2006-07-03, 1,1, 9, 15.9
