lactkey,Farm,Breed,CalveDate,Parity,monthinm,dim,milk
3890697,M, X, 2007-04-04, 1,9, 272, 37.7 
3890697,M, X, 2007-04-04, 1,1, 29, 31.8
3890697,M, X, 2007-04-04, 1,2, 62, 21.3
3890697,M, X, 2007-04-04, 1,3, 90, 30.9
3890698,M, X, 2007-03-25, 1,4, 100, 36.3
3890698,M, X, 2007-03-25, 1,5, 135, 29.5
3890698,M, X, 2007-03-25, 1,6, 163, 30
3890698,M, X, 2007-03-25, 1,7, 198, 30.9
3890698,M, X, 2007-03-25, 1,8, 227, 26.8
3890698,M, X, 2007-03-25, 1,9, 254, 27.7
3890698,M, X, 2007-03-25, 1,10, 282, 24.5 
3890698,M, X, 2007-03-25, 1,2, 39, 29.1
3890698,M, X, 2007-03-25, 1,3, 72, 27.2
3890698,M, X, 2007-03-25, 1,1, 9, 22.2
3890699,M, H, 2007-04-06, 1,10,,
3890699,M, H, 2007-04-06, 1,4, 123, 38.6
3890699,M, H, 2007-04-06, 1,5, 151, 36.8
3890699,M, H, 2007-04-06, 1,6, 186, 35
3890699,M, H, 2007-04-06, 1,7, 215, 33.1
3890699,M, H, 2007-04-06, 1,8, 242, 30.4
3890699,M, H, 2007-04-06, 1,1, 27, 36.8
3890699,M, H, 2007-04-06, 1,9, 270, 36.3 
3890699,M, H, 2007-04-06, 1,2, 60, 38.6
3890699,M, H, 2007-04-06, 1,3, 88, 36.3
3890701,M, H, 2007-04-13, 1,4, 116, 43.1
3890701,M, H, 2007-04-13, 1,5, 144, 43.1
3890701,M, H, 2007-04-13, 1,6, 179, 42.2
3890701,M, H, 2007-04-13, 1,1, 20, 33.1
3890701,M, H, 2007-04-13, 1,7, 208, 39.5
3890701,M, H, 2007-04-13, 1,8, 235, 40.4
3890701,M, H, 2007-04-13, 1,9, 263, 40.4
3890701,M, H, 2007-04-13, 1,10, 300, 37.2 
3890701,M, H, 2007-04-13, 1,2, 53, 42.2
3890701,M, H, 2007-04-13, 1,3, 81, 43.1
3890702,M, H, 2007-04-14, 1,10,,
3890702,M, H, 2007-04-14, 1,4, 115, 40.9
3890702,M, H, 2007-04-14, 1,5, 143, 39
3890702,M, H, 2007-04-14, 1,6, 178, 40.9
3890702,M, H, 2007-04-14, 1,1, 19, 29.1
3890702,M, H, 2007-04-14, 1,7, 207, 38.6
3890702,M, H, 2007-04-14, 1,8, 234, 37.2
3890702,M, H, 2007-04-14, 1,9, 262, 36.3 
3890702,M, H, 2007-04-14, 1,2, 52, 38.6
3890702,M, H, 2007-04-14, 1,3, 80, 40.4
3890705,M, H, 2007-04-06, 1,10,,
3890705,M, H, 2007-04-06, 1,4, 123, 34.5
3890705,M, H, 2007-04-06, 1,5, 151, 41.8
3890705,M, H, 2007-04-06, 1,6, 186, 28.1
3890705,M, H, 2007-04-06, 1,7, 215, 33.1
3890705,M, H, 2007-04-06, 1,8, 242, 30.4
3890705,M, H, 2007-04-06, 1,1, 27, 38.1
3890705,M, H, 2007-04-06, 1,9, 270, 37.7 
3890705,M, H, 2007-04-06, 1,2, 60, 35.9
3890705,M, H, 2007-04-06, 1,3, 88, 33.6
3890712,M, H, 2007-04-12, 1,4, 117, 41.8
3890712,M, H, 2007-04-12, 1,5, 145, 41.8
3890712,M, H, 2007-04-12, 1,6, 180, 30.9
3890712,M, H, 2007-04-12, 1,7, 209, 42.2
3890712,M, H, 2007-04-12, 1,1, 21, 28.1
3890712,M, H, 2007-04-12, 1,8, 236, 43.6
3890712,M, H, 2007-04-12, 1,9, 264, 39
3890712,M, H, 2007-04-12, 1,10, 301, 35.9 
3890712,M, H, 2007-04-12, 1,2, 54, 31.3
3890712,M, H, 2007-04-12, 1,3, 82, 35
3890868,M, H, 2007-03-25, 1,9,,
3890868,M, H, 2007-03-25, 1,10,,
3890868,M, H, 2007-03-25, 1,4, 127, 39.5
3890868,M, H, 2007-03-25, 1,5, 154, 33.1
3890868,M, H, 2007-03-25, 1,6, 182, 39
3890868,M, H, 2007-03-25, 1,7, 219, 28.1
3890868,M, H, 2007-03-25, 1,8, 245, 19.1 
3890868,M, H, 2007-03-25, 1,1, 35, 37.7
3890868,M, H, 2007-03-25, 1,2, 63, 36.3
3890868,M, H, 2007-03-25, 1,3, 98, 30.9
3890869,M, H, 2007-04-11, 1,10,,
3890869,M, H, 2007-04-11, 1,4, 127, 42.2
3890869,M, H, 2007-04-11, 1,5, 154, 41.8
3890869,M, H, 2007-04-11, 1,6, 182, 39
3890869,M, H, 2007-04-11, 1,7, 219, 45.4
3890869,M, H, 2007-04-11, 1,8, 245, 39.5
3890869,M, H, 2007-04-11, 1,9, 280, 29.5 
3890869,M, H, 2007-04-11, 1,1, 35, 37.7
3890869,M, H, 2007-04-11, 1,2, 63, 44.5
3890869,M, H, 2007-04-11, 1,3, 98, 36.8
3890870,M, H, 2007-03-24, 1,9,,
3890870,M, H, 2007-03-24, 1,10,,
3890870,M, H, 2007-03-24, 1,4, 127, 46.8
3890870,M, H, 2007-03-24, 1,5, 154, 46.3
3890870,M, H, 2007-03-24, 1,6, 182, 47.2
3890870,M, H, 2007-03-24, 1,7, 219, 37.2
3890870,M, H, 2007-03-24, 1,8, 245, 36.8 
3890870,M, H, 2007-03-24, 1,1, 35, 45.4
3890870,M, H, 2007-03-24, 1,2, 63, 44.5
3890870,M, H, 2007-03-24, 1,3, 98, 46.3
3891671,M, X, 2007-01-16, 1,4, 107, 32.7
3891671,M, X, 2007-01-16, 1,5, 140, 32.7
3891671,M, X, 2007-01-16, 1,6, 168, 30.9
3891671,M, X, 2007-01-16, 1,7, 203, 37.2
3891671,M, X, 2007-01-16, 1,1, 21, 30.4
3891671,M, X, 2007-01-16, 1,8, 231, 37.7
3891671,M, X, 2007-01-16, 1,9, 266, 36.3
3891671,M, X, 2007-01-16, 1,10, 295, 20.9 
3891671,M, X, 2007-01-16, 1,2, 49, 34
3891671,M, X, 2007-01-16, 1,3, 77, 30.4
3891672,M, H, 2007-01-20, 1,4, 103, 40
3891672,M, H, 2007-01-20, 1,5, 136, 42.7
3891672,M, H, 2007-01-20, 1,6, 164, 52.2
3891672,M, H, 2007-01-20, 1,1, 17, 23.6
3891672,M, H, 2007-01-20, 1,7, 199, 39
3891672,M, H, 2007-01-20, 1,8, 227, 37.7
3891672,M, H, 2007-01-20, 1,9, 262, 35.4
3891672,M, H, 2007-01-20, 1,10, 291, 31.3 
3891672,M, H, 2007-01-20, 1,2, 45, 37.7
3891672,M, H, 2007-01-20, 1,3, 73, 40.9
3891674,M, H, 2007-01-21, 1,4, 102, 43.6
3891674,M, H, 2007-01-21, 1,5, 135, 36.8
3891674,M, H, 2007-01-21, 1,1, 16, 20.9
3891674,M, H, 2007-01-21, 1,6, 163, 41.8
3891674,M, H, 2007-01-21, 1,7, 198, 48.1
3891674,M, H, 2007-01-21, 1,8, 226, 41.8
3891674,M, H, 2007-01-21, 1,9, 261, 43.6
3891674,M, H, 2007-01-21, 1,10, 290, 39.5 
3891674,M, H, 2007-01-21, 1,2, 44, 30.4
3891674,M, H, 2007-01-21, 1,3, 72, 39.5
3891676,M, H, 2007-01-23, 1,4, 100, 44.9
3891676,M, H, 2007-01-23, 1,5, 133, 51.8
3891676,M, H, 2007-01-23, 1,1, 14, 27.7
3891676,M, H, 2007-01-23, 1,6, 161, 47.2
3891676,M, H, 2007-01-23, 1,7, 196, 44
3891676,M, H, 2007-01-23, 1,8, 224, 54.9
3891676,M, H, 2007-01-23, 1,9, 259, 48.1
3891676,M, H, 2007-01-23, 1,10, 288, 46.8 
3891676,M, H, 2007-01-23, 1,2, 42, 48.6
3891676,M, H, 2007-01-23, 1,3, 70, 40.9
3891678,M, H, 2007-01-23, 1,4, 100, 34.5
3891678,M, H, 2007-01-23, 1,5, 133, 31.3
3891678,M, H, 2007-01-23, 1,1, 14, 11.3
3891678,M, H, 2007-01-23, 1,6, 161, 29.5
3891678,M, H, 2007-01-23, 1,7, 196, 20
3891678,M, H, 2007-01-23, 1,8, 224, 22.2
3891678,M, H, 2007-01-23, 1,9, 259, 21.3
3891678,M, H, 2007-01-23, 1,10, 288, 24.1 
3891678,M, H, 2007-01-23, 1,2, 42, 20.9
3891678,M, H, 2007-01-23, 1,3, 70, 25
3891681,M, H, 2007-01-24, 1,1, 13, 35
3891681,M, H, 2007-01-24, 1,5, 132, 40.9
3891681,M, H, 2007-01-24, 1,6, 160, 37.7
3891681,M, H, 2007-01-24, 1,7, 195, 44
3891681,M, H, 2007-01-24, 1,8, 223, 37.7
3891681,M, H, 2007-01-24, 1,9, 258, 36.8
3891681,M, H, 2007-01-24, 1,10, 287, 36.8 
3891681,M, H, 2007-01-24, 1,2, 41, 31.3
3891681,M, H, 2007-01-24, 1,3, 69, 39.5
3891681,M, H, 2007-01-24, 1,4, 99, 43.6
3891682,M, H, 2007-01-27, 1,1, 10, 22.2
3891682,M, H, 2007-01-27, 1,5, 129, 53.1
3891682,M, H, 2007-01-27, 1,6, 157, 41.8
3891682,M, H, 2007-01-27, 1,7, 192, 46.8
3891682,M, H, 2007-01-27, 1,8, 220, 52.2
3891682,M, H, 2007-01-27, 1,9, 255, 48.1
3891682,M, H, 2007-01-27, 1,10, 284, 50.8 
3891682,M, H, 2007-01-27, 1,2, 38, 36.3
3891682,M, H, 2007-01-27, 1,3, 66, 51.8
3891682,M, H, 2007-01-27, 1,4, 96, 53.1
3891684,M, H, 2007-01-27, 1,1, 10, 20.9
3891684,M, H, 2007-01-27, 1,5, 129, 42.2
3891684,M, H, 2007-01-27, 1,6, 157, 41.8
3891684,M, H, 2007-01-27, 1,7, 192, 39
3891684,M, H, 2007-01-27, 1,8, 220, 43.1
3891684,M, H, 2007-01-27, 1,9, 255, 38.1
3891684,M, H, 2007-01-27, 1,10, 284, 42.2 
3891684,M, H, 2007-01-27, 1,2, 38, 27.7
3891684,M, H, 2007-01-27, 1,3, 66, 38.6
3891684,M, H, 2007-01-27, 1,4, 96, 44.9
3891686,M, H, 2007-01-28, 1,5, 128, 32.7
3891686,M, H, 2007-01-28, 1,6, 156, 32.2
3891686,M, H, 2007-01-28, 1,7, 191, 29.5
3891686,M, H, 2007-01-28, 1,8, 219, 31.3
3891686,M, H, 2007-01-28, 1,9, 254, 24.1
3891686,M, H, 2007-01-28, 1,10, 283, 25.4 
3891686,M, H, 2007-01-28, 1,2, 37, 20.9
3891686,M, H, 2007-01-28, 1,3, 65, 23.6
3891686,M, H, 2007-01-28, 1,1, 9, 24.5
3891686,M, H, 2007-01-28, 1,4, 95, 29.1
3891688,M, H, 2007-01-29, 1,5, 127, 42.7
3891688,M, H, 2007-01-29, 1,6, 155, 37.7
3891688,M, H, 2007-01-29, 1,7, 190, 40.9
3891688,M, H, 2007-01-29, 1,8, 218, 39
3891688,M, H, 2007-01-29, 1,9, 253, 36.3
3891688,M, H, 2007-01-29, 1,10, 282, 24.1 
3891688,M, H, 2007-01-29, 1,2, 36, 28.6
3891688,M, H, 2007-01-29, 1,3, 64, 36.8
3891688,M, H, 2007-01-29, 1,1, 8, 10
3891688,M, H, 2007-01-29, 1,4, 94, 44.5
3891691,M, H, 2007-01-30, 1,5, 126, 36.8
3891691,M, H, 2007-01-30, 1,6, 154, 28.1
3891691,M, H, 2007-01-30, 1,7, 189, 40.4
3891691,M, H, 2007-01-30, 1,8, 217, 41.8
3891691,M, H, 2007-01-30, 1,9, 252, 35.4
3891691,M, H, 2007-01-30, 1,10, 281, 38.1 
3891691,M, H, 2007-01-30, 1,2, 35, 36.3
3891691,M, H, 2007-01-30, 1,3, 63, 38.6
3891691,M, H, 2007-01-30, 1,1, 7, 12.7
3891691,M, H, 2007-01-30, 1,4, 93, 33.1
3891693,M, H, 2007-02-06, 1,4, 119, 40
3891693,M, H, 2007-02-06, 1,5, 147, 22.7
3891693,M, H, 2007-02-06, 1,6, 182, 29.5
3891693,M, H, 2007-02-06, 1,7, 210, 36.3
3891693,M, H, 2007-02-06, 1,8, 245, 28.6
3891693,M, H, 2007-02-06, 1,9, 274, 35.4
3891693,M, H, 2007-02-06, 1,1, 28, 34.5
3891693,M, H, 2007-02-06, 1,10, 301, 31.8 
3891693,M, H, 2007-02-06, 1,2, 56, 34.5
3891693,M, H, 2007-02-06, 1,3, 86, 35.9
3891694,M, H, 2007-02-09, 1,4, 116, 48.6
3891694,M, H, 2007-02-09, 1,5, 144, 40.4
3891694,M, H, 2007-02-09, 1,6, 179, 45.9
3891694,M, H, 2007-02-09, 1,7, 207, 46.3
3891694,M, H, 2007-02-09, 1,8, 242, 38.1
3891694,M, H, 2007-02-09, 1,1, 25, 37.2
3891694,M, H, 2007-02-09, 1,9, 271, 39.5
3891694,M, H, 2007-02-09, 1,10, 298, 40 
3891694,M, H, 2007-02-09, 1,2, 53, 44
3891694,M, H, 2007-02-09, 1,3, 83, 42.2
3891697,M, H, 2007-02-16, 1,4, 109, 38.1
3891697,M, H, 2007-02-16, 1,5, 137, 36.3
3891697,M, H, 2007-02-16, 1,6, 172, 36.3
3891697,M, H, 2007-02-16, 1,1, 18, 23.6
3891697,M, H, 2007-02-16, 1,7, 200, 39
3891697,M, H, 2007-02-16, 1,8, 235, 40.9
3891697,M, H, 2007-02-16, 1,9, 264, 36.8
3891697,M, H, 2007-02-16, 1,10, 291, 31.8 
3891697,M, H, 2007-02-16, 1,2, 46, 29.1
3891697,M, H, 2007-02-16, 1,3, 76, 40
3891698,M, H, 2007-02-23, 1,4, 102, 45.9
3891698,M, H, 2007-02-23, 1,1, 11, 23.6
3891698,M, H, 2007-02-23, 1,5, 130, 39
3891698,M, H, 2007-02-23, 1,6, 165, 49.9
3891698,M, H, 2007-02-23, 1,7, 193, 30.4
3891698,M, H, 2007-02-23, 1,8, 228, 40.9
3891698,M, H, 2007-02-23, 1,9, 257, 38.6
3891698,M, H, 2007-02-23, 1,10, 284, 33.1 
3891698,M, H, 2007-02-23, 1,2, 39, 37.7
3891698,M, H, 2007-02-23, 1,3, 69, 40.9
3891700,M, H, 2007-02-23, 1,4, 102, 34
3891700,M, H, 2007-02-23, 1,1, 11, 21.8
3891700,M, H, 2007-02-23, 1,5, 130, 30.9
3891700,M, H, 2007-02-23, 1,6, 165, 33.1
3891700,M, H, 2007-02-23, 1,7, 193, 31.8
3891700,M, H, 2007-02-23, 1,8, 228, 25.4
3891700,M, H, 2007-02-23, 1,9, 257, 27.7
3891700,M, H, 2007-02-23, 1,10, 284, 20.9 
3891700,M, H, 2007-02-23, 1,2, 39, 39
3891700,M, H, 2007-02-23, 1,3, 69, 29.1
3891701,M, H, 2007-02-24, 1,1, 10, 23.6
3891701,M, H, 2007-02-24, 1,4, 101, 47.2
3891701,M, H, 2007-02-24, 1,5, 129, 37.7
3891701,M, H, 2007-02-24, 1,6, 164, 43.6
3891701,M, H, 2007-02-24, 1,7, 192, 41.8
3891701,M, H, 2007-02-24, 1,8, 227, 30.9
3891701,M, H, 2007-02-24, 1,9, 256, 40
3891701,M, H, 2007-02-24, 1,10, 283, 31.8 
3891701,M, H, 2007-02-24, 1,2, 38, 36.3
3891701,M, H, 2007-02-24, 1,3, 68, 44.9
3891703,M, H, 2007-03-03, 1,4, 122, 41.8
3891703,M, H, 2007-03-03, 1,5, 157, 38.6
3891703,M, H, 2007-03-03, 1,6, 185, 43.1
3891703,M, H, 2007-03-03, 1,7, 220, 39
3891703,M, H, 2007-03-03, 1,8, 249, 37.2
3891703,M, H, 2007-03-03, 1,9, 276, 27.7
3891703,M, H, 2007-03-03, 1,10, 304, 37.7 
3891703,M, H, 2007-03-03, 1,1, 31, 35.4
3891703,M, H, 2007-03-03, 1,2, 61, 35.4
3891703,M, H, 2007-03-03, 1,3, 94, 37.2
3891704,M, H, 2007-03-14, 1,10,,
3891704,M, H, 2007-03-14, 1,4, 111, 43.1
3891704,M, H, 2007-03-14, 1,5, 146, 43.6
3891704,M, H, 2007-03-14, 1,6, 174, 49
3891704,M, H, 2007-03-14, 1,1, 20, 37.7
3891704,M, H, 2007-03-14, 1,7, 209, 43.6
3891704,M, H, 2007-03-14, 1,8, 238, 38.6
3891704,M, H, 2007-03-14, 1,9, 265, 41.3 
3891704,M, H, 2007-03-14, 1,2, 50, 38.1
3891704,M, H, 2007-03-14, 1,3, 83, 55.8
3891706,M, H, 2007-03-17, 1,4, 108, 40.4
3891706,M, H, 2007-03-17, 1,5, 143, 42.2
3891706,M, H, 2007-03-17, 1,1, 17, 28.1
3891706,M, H, 2007-03-17, 1,6, 171, 37.7
3891706,M, H, 2007-03-17, 1,7, 206, 39.5
3891706,M, H, 2007-03-17, 1,8, 235, 34
3891706,M, H, 2007-03-17, 1,9, 262, 31.8
3891706,M, H, 2007-03-17, 1,10, 290, 39 
3891706,M, H, 2007-03-17, 1,2, 47, 33.1
3891706,M, H, 2007-03-17, 1,3, 80, 37.2
3891708,M, H, 2007-03-30, 1,10,,
3891708,M, H, 2007-03-30, 1,4, 130, 40.9
3891708,M, H, 2007-03-30, 1,5, 158, 41.3
3891708,M, H, 2007-03-30, 1,6, 193, 40.9
3891708,M, H, 2007-03-30, 1,7, 222, 35.4
3891708,M, H, 2007-03-30, 1,8, 249, 37.2
3891708,M, H, 2007-03-30, 1,9, 277, 37.7 
3891708,M, H, 2007-03-30, 1,1, 34, 39.5
3891708,M, H, 2007-03-30, 1,2, 67, 37.2
3891708,M, H, 2007-03-30, 1,3, 95, 43.1
3891964,M, H, 2007-02-06, 1,4, 119, 35.9
3891964,M, H, 2007-02-06, 1,5, 147, 30.9
3891964,M, H, 2007-02-06, 1,6, 182, 39.5
3891964,M, H, 2007-02-06, 1,7, 210, 34
3891964,M, H, 2007-02-06, 1,8, 245, 32.2
3891964,M, H, 2007-02-06, 1,9, 274, 25.4
3891964,M, H, 2007-02-06, 1,1, 28, 37.2
3891964,M, H, 2007-02-06, 1,10, 301, 25 
3891964,M, H, 2007-02-06, 1,2, 56, 23.2
3891964,M, H, 2007-02-06, 1,3, 86, 34.5
4510270,N, H, 2006-05-23, 1,4, 102, 26.8
4510270,N, H, 2006-05-23, 1,5, 137, 24.5
4510270,N, H, 2006-05-23, 1,6, 165, 37.2
4510270,N, H, 2006-05-23, 1,1, 18, 27.7
4510270,N, H, 2006-05-23, 1,7, 193, 40
4510270,N, H, 2006-05-23, 1,8, 228, 22.7
4510270,N, H, 2006-05-23, 1,9, 256, 30
4510270,N, H, 2006-05-23, 1,10, 284, 33.6 
4510270,N, H, 2006-05-23, 1,2, 46, 33.1
4510270,N, H, 2006-05-23, 1,3, 81, 36.8
4510272,N, H, 2006-05-16, 1,4, 109, 42.7
4510272,N, H, 2006-05-16, 1,5, 144, 44
4510272,N, H, 2006-05-16, 1,6, 172, 35.9
4510272,N, H, 2006-05-16, 1,7, 200, 35.4
4510272,N, H, 2006-05-16, 1,8, 235, 36.8
4510272,N, H, 2006-05-16, 1,1, 25, 47.7
4510272,N, H, 2006-05-16, 1,9, 263, 30
4510272,N, H, 2006-05-16, 1,10, 291, 21.3 
4510272,N, H, 2006-05-16, 1,2, 53, 38.1
4510272,N, H, 2006-05-16, 1,3, 88, 30.9
4510278,N, H, 2006-05-07, 1,10,,
4510278,N, H, 2006-05-07, 1,4, 118, 29.5
4510278,N, H, 2006-05-07, 1,5, 153, 30
4510278,N, H, 2006-05-07, 1,6, 181, 31.8
4510278,N, H, 2006-05-07, 1,7, 209, 21.8
4510278,N, H, 2006-05-07, 1,8, 244, 19.5
4510278,N, H, 2006-05-07, 1,9, 272, 21.8 
4510278,N, H, 2006-05-07, 1,1, 34, 22.7
4510278,N, H, 2006-05-07, 1,2, 62, 23.6
4510278,N, H, 2006-05-07, 1,3, 97, 33.6
4510304,N, H, 2006-05-12, 1,4, 113, 42.7
4510304,N, H, 2006-05-12, 1,5, 148, 34
4510304,N, H, 2006-05-12, 1,6, 176, 39.5
4510304,N, H, 2006-05-12, 1,7, 204, 34
4510304,N, H, 2006-05-12, 1,8, 239, 44.9
4510304,N, H, 2006-05-12, 1,9, 267, 24.5
4510304,N, H, 2006-05-12, 1,1, 29, 28.6
4510304,N, H, 2006-05-12, 1,10, 295, 35 
4510304,N, H, 2006-05-12, 1,2, 57, 28.6
4510304,N, H, 2006-05-12, 1,3, 92, 36.8
4511237,N, H, 2006-04-12, 1,4, 122, 35
4511237,N, H, 2006-04-12, 1,5, 143, 37.2
4511237,N, H, 2006-04-12, 1,6, 178, 38.6
4511237,N, H, 2006-04-12, 1,7, 206, 39.5
4511237,N, H, 2006-04-12, 1,8, 234, 44.9
4511237,N, H, 2006-04-12, 1,1, 24, 35.9
4511237,N, H, 2006-04-12, 1,9, 269, 39.5
4511237,N, H, 2006-04-12, 1,10, 297, 44 
4511237,N, H, 2006-04-12, 1,2, 59, 32.7
4511237,N, H, 2006-04-12, 1,3, 87, 40.4
4511273,N, H, 2006-05-17, 1,4, 108, 32.2
4511273,N, H, 2006-05-17, 1,5, 143, 20.4
4511273,N, H, 2006-05-17, 1,6, 171, 31.8
4511273,N, H, 2006-05-17, 1,7, 199, 30.9
4511273,N, H, 2006-05-17, 1,8, 234, 30.9
4511273,N, H, 2006-05-17, 1,1, 24, 22.7
4511273,N, H, 2006-05-17, 1,9, 262, 27.2
4511273,N, H, 2006-05-17, 1,10, 290, 18.6 
4511273,N, H, 2006-05-17, 1,2, 52, 25.9
4511273,N, H, 2006-05-17, 1,3, 87, 28.1
4511281,N, H, 2006-05-19, 1,4, 106, 40
4511281,N, H, 2006-05-19, 1,5, 141, 44
4511281,N, H, 2006-05-19, 1,6, 169, 44.9
4511281,N, H, 2006-05-19, 1,7, 197, 49.5
4511281,N, H, 2006-05-19, 1,1, 22, 32.7
4511281,N, H, 2006-05-19, 1,8, 232, 47.7
4511281,N, H, 2006-05-19, 1,9, 260, 49.5
4511281,N, H, 2006-05-19, 1,10, 288, 46.8 
4511281,N, H, 2006-05-19, 1,2, 50, 36.8
4511281,N, H, 2006-05-19, 1,3, 85, 42.2
4511292,N, H, 2006-04-18, 1,4, 116, 30.9
4511292,N, H, 2006-04-18, 1,5, 137, 28.1
4511292,N, H, 2006-04-18, 1,6, 172, 20.4
4511292,N, H, 2006-04-18, 1,1, 18, 31.3
4511292,N, H, 2006-04-18, 1,7, 200, 23.6
4511292,N, H, 2006-04-18, 1,8, 228, 24.5
4511292,N, H, 2006-04-18, 1,9, 263, 19.5
4511292,N, H, 2006-04-18, 1,10, 291, 16.3 
4511292,N, H, 2006-04-18, 1,2, 53, 28.6
4511292,N, H, 2006-04-18, 1,3, 81, 35.4
4511322,N, H, 2006-04-08, 1,4, 126, 35
4511322,N, H, 2006-04-08, 1,5, 147, 32.2
4511322,N, H, 2006-04-08, 1,6, 182, 32.7
4511322,N, H, 2006-04-08, 1,7, 210, 26.3
4511322,N, H, 2006-04-08, 1,8, 238, 30.9
4511322,N, H, 2006-04-08, 1,9, 273, 39.5
4511322,N, H, 2006-04-08, 1,1, 28, 34
4511322,N, H, 2006-04-08, 1,10, 301, 32.7 
4511322,N, H, 2006-04-08, 1,2, 63, 35
4511322,N, H, 2006-04-08, 1,3, 91, 41.3
4511352,N, H, 2006-05-28, 1,10,,
4511352,N, H, 2006-05-28, 1,4, 132, 27.2
4511352,N, H, 2006-05-28, 1,5, 160, 31.8
4511352,N, H, 2006-05-28, 1,6, 188, 32.2
4511352,N, H, 2006-05-28, 1,7, 223, 33.6
4511352,N, H, 2006-05-28, 1,8, 251, 32.7
4511352,N, H, 2006-05-28, 1,9, 279, 40 
4511352,N, H, 2006-05-28, 1,1, 41, 25.9
4511352,N, H, 2006-05-28, 1,2, 76, 23.2
4511352,N, H, 2006-05-28, 1,3, 97, 26.8
4511354,N, H, 2006-04-27, 1,4, 107, 30.9
4511354,N, H, 2006-04-27, 1,5, 128, 35
4511354,N, H, 2006-04-27, 1,6, 163, 53.6
4511354,N, H, 2006-04-27, 1,7, 191, 26.3
4511354,N, H, 2006-04-27, 1,8, 219, 27.7
4511354,N, H, 2006-04-27, 1,9, 254, 50.4
4511354,N, H, 2006-04-27, 1,10, 282, 32.7 
4511354,N, H, 2006-04-27, 1,2, 44, 37.7
4511354,N, H, 2006-04-27, 1,3, 72, 38.1
4511354,N, H, 2006-04-27, 1,1, 9, 28.6
4511356,N, J, 2006-04-23, 1,10,,
4511356,N, J, 2006-04-23, 1,4, 111, 28.1
4511356,N, J, 2006-04-23, 1,1, 13, 17.3
4511356,N, J, 2006-04-23, 1,5, 132, 26.8
4511356,N, J, 2006-04-23, 1,6, 167, 21.8
4511356,N, J, 2006-04-23, 1,7, 195, 26.3
4511356,N, J, 2006-04-23, 1,8, 223, 12.3
4511356,N, J, 2006-04-23, 1,9, 258, 11.3 
4511356,N, J, 2006-04-23, 1,2, 48, 30
4511356,N, J, 2006-04-23, 1,3, 76, 25.9
4511357,N, H, 2006-04-16, 1,4, 118, 47.7
4511357,N, H, 2006-04-16, 1,5, 139, 42.7
4511357,N, H, 2006-04-16, 1,6, 174, 46.8
4511357,N, H, 2006-04-16, 1,1, 20, 54
4511357,N, H, 2006-04-16, 1,7, 202, 37.2
4511357,N, H, 2006-04-16, 1,8, 230, 34
4511357,N, H, 2006-04-16, 1,9, 265, 20.9
4511357,N, H, 2006-04-16, 1,10, 293, 30 
4511357,N, H, 2006-04-16, 1,2, 55, 37.7
4511357,N, H, 2006-04-16, 1,3, 83, 52.2
4511360,N, H, 2006-05-08, 1,4, 117, 35
4511360,N, H, 2006-05-08, 1,5, 152, 32.7
4511360,N, H, 2006-05-08, 1,6, 180, 26.3
4511360,N, H, 2006-05-08, 1,7, 208, 32.2
4511360,N, H, 2006-05-08, 1,8, 243, 50.4
4511360,N, H, 2006-05-08, 1,9, 271, 38.6
4511360,N, H, 2006-05-08, 1,10, 299, 33.6 
4511360,N, H, 2006-05-08, 1,1, 33, 22.7
4511360,N, H, 2006-05-08, 1,2, 61, 27.2
4511360,N, H, 2006-05-08, 1,3, 96, 33.6
4511365,N, H, 2006-04-16, 1,4, 118, 42.2
4511365,N, H, 2006-04-16, 1,5, 139, 40
4511365,N, H, 2006-04-16, 1,6, 174, 44
4511365,N, H, 2006-04-16, 1,1, 20, 34
4511365,N, H, 2006-04-16, 1,7, 202, 20
4511365,N, H, 2006-04-16, 1,8, 230, 30.9
4511365,N, H, 2006-04-16, 1,9, 265, 33.6
4511365,N, H, 2006-04-16, 1,10, 293, 30 
4511365,N, H, 2006-04-16, 1,2, 55, 25
4511365,N, H, 2006-04-16, 1,3, 83, 53.1
4511370,N, H, 2006-04-09, 1,4, 125, 25.4
4511370,N, H, 2006-04-09, 1,5, 146, 26.8
4511370,N, H, 2006-04-09, 1,6, 181, 41.3
4511370,N, H, 2006-04-09, 1,7, 209, 26.3
4511370,N, H, 2006-04-09, 1,8, 237, 27.7
4511370,N, H, 2006-04-09, 1,1, 27, 17.3
4511370,N, H, 2006-04-09, 1,9, 272, 22.7
4511370,N, H, 2006-04-09, 1,10, 300, 21.8 
4511370,N, H, 2006-04-09, 1,2, 62, 17.7
4511370,N, H, 2006-04-09, 1,3, 90, 25.9
4511373,N, H, 2006-04-29, 1,4, 105, 33.6
4511373,N, H, 2006-04-29, 1,5, 126, 35
4511373,N, H, 2006-04-29, 1,6, 161, 41.3
4511373,N, H, 2006-04-29, 1,7, 189, 35.9
4511373,N, H, 2006-04-29, 1,8, 217, 37.2
4511373,N, H, 2006-04-29, 1,9, 252, 14.1
4511373,N, H, 2006-04-29, 1,10, 280, 38.6 
4511373,N, H, 2006-04-29, 1,2, 42, 25
4511373,N, H, 2006-04-29, 1,1, 7, 24.1
4511373,N, H, 2006-04-29, 1,3, 70, 38.1
4511378,N, H, 2006-04-19, 1,4, 115, 39.5
4511378,N, H, 2006-04-19, 1,5, 136, 40
4511378,N, H, 2006-04-19, 1,1, 17, 27.2
